"Site","WS","gseason","WD","n"
"Dunster","(-Inf,3]","Winter","210",1935
"Dunster","(-Inf,3]","Winter","240",1943
"Dunster","(-Inf,3]","Winter","270",4948
"Dunster","(-Inf,3]","Winter","300",3456
"Dunster","(-Inf,3]","Winter","330",1133
"Endako","(9, Inf]","Summer","0",137
"Endako","(9, Inf]","Summer","30",264
"Endako","(9, Inf]","Summer","60",187
"Endako","(9, Inf]","Summer","90",52
"Endako","(9, Inf]","Summer","120",43
"Endako","(9, Inf]","Summer","150",83
"Endako","(9, Inf]","Summer","180",148
"Endako","(9, Inf]","Summer","210",361
"Endako","(9, Inf]","Summer","240",630
"Endako","(9, Inf]","Summer","270",1425
"Endako","(9, Inf]","Summer","300",654
"Endako","(9, Inf]","Summer","330",49
"Endako","(9, Inf]","Winter","0",115
"Endako","(9, Inf]","Winter","30",540
"Endako","(9, Inf]","Winter","60",546
"Endako","(9, Inf]","Winter","90",137
"Endako","(9, Inf]","Winter","120",165
"Endako","(9, Inf]","Winter","150",243
"Endako","(9, Inf]","Winter","180",305
"Endako","(9, Inf]","Winter","210",391
"Endako","(9, Inf]","Winter","240",481
"Endako","(9, Inf]","Winter","270",641
"Endako","(9, Inf]","Winter","300",203
"Endako","(9, Inf]","Winter","330",23
"Endako","(6,9]","Summer","0",303
"Endako","(6,9]","Summer","30",983
"Endako","(6,9]","Summer","60",310
"Endako","(6,9]","Summer","90",227
"Endako","(6,9]","Summer","120",379
"Endako","(6,9]","Summer","150",424
"Endako","(6,9]","Summer","180",525
"Endako","(6,9]","Summer","210",881
"Endako","(6,9]","Summer","240",1263
"Endako","(6,9]","Summer","270",1487
"Endako","(6,9]","Summer","300",710
"Endako","(6,9]","Summer","330",140
"Endako","(6,9]","Winter","0",544
"Endako","(6,9]","Winter","30",1468
"Endako","(6,9]","Winter","60",960
"Endako","(6,9]","Winter","90",960
"Endako","(6,9]","Winter","120",871
"Endako","(6,9]","Winter","150",545
"Endako","(6,9]","Winter","180",428
"Endako","(6,9]","Winter","210",428
"Endako","(6,9]","Winter","240",489
"Endako","(6,9]","Winter","270",460
"Endako","(6,9]","Winter","300",231
"Endako","(6,9]","Winter","330",75
"Endako","(3,6]","Summer","0",1087
"Endako","(3,6]","Summer","30",3147
"Endako","(3,6]","Summer","60",689
"Endako","(3,6]","Summer","90",599
"Endako","(3,6]","Summer","120",710
"Endako","(3,6]","Summer","150",809
"Endako","(3,6]","Summer","180",864
"Endako","(3,6]","Summer","210",1110
"Endako","(3,6]","Summer","240",1153
"Endako","(3,6]","Summer","270",1108
"Endako","(3,6]","Summer","300",814
"Endako","(3,6]","Summer","330",500
"Endako","(3,6]","Winter","0",1302
"Endako","(3,6]","Winter","30",4530
"Endako","(3,6]","Winter","60",2211
"Endako","(3,6]","Winter","90",2328
"Endako","(3,6]","Winter","120",1789
"Endako","(3,6]","Winter","150",984
"Endako","(3,6]","Winter","180",597
"Endako","(3,6]","Winter","210",500
"Endako","(3,6]","Winter","240",566
"Endako","(3,6]","Winter","270",483
"Endako","(3,6]","Winter","300",367
"Endako","(3,6]","Winter","330",267
"Endako","(-Inf,3]","Summer","0",5248
"Endako","(-Inf,3]","Summer","30",6847
"Endako","(-Inf,3]","Summer","60",2229
"Endako","(-Inf,3]","Summer","90",1704
"Endako","(-Inf,3]","Summer","120",2093
"Endako","(-Inf,3]","Summer","150",2989
"Endako","(-Inf,3]","Summer","180",2275
"Endako","(-Inf,3]","Summer","210",2420
"Endako","(-Inf,3]","Summer","240",3005
"Endako","(-Inf,3]","Summer","270",4894
"Endako","(-Inf,3]","Summer","300",4168
"Endako","(-Inf,3]","Summer","330",2815
"Endako","(-Inf,3]","Winter","0",7099
"Endako","(-Inf,3]","Winter","30",12581
"Endako","(-Inf,3]","Winter","60",8187
"Endako","(-Inf,3]","Winter","90",6632
"Endako","(-Inf,3]","Winter","120",6701
"Endako","(-Inf,3]","Winter","150",5571
"Endako","(-Inf,3]","Winter","180",2965
"Endako","(-Inf,3]","Winter","210",2182
"Endako","(-Inf,3]","Winter","240",2336
"Endako","(-Inf,3]","Winter","270",2785
"Endako","(-Inf,3]","Winter","300",2151
"Endako","(-Inf,3]","Winter","330",1990
"George Lake","(9, Inf]","Summer","0",87
"George Lake","(9, Inf]","Summer","30",33
"George Lake","(9, Inf]","Summer","60",64
"George Lake","(9, Inf]","Summer","90",139
"George Lake","(9, Inf]","Summer","120",66
"George Lake","(9, Inf]","Summer","150",186
"George Lake","(9, Inf]","Summer","180",109
"George Lake","(9, Inf]","Summer","210",40
"George Lake","(9, Inf]","Summer","240",19
"George Lake","(9, Inf]","Summer","270",22
"George Lake","(9, Inf]","Summer","300",42
"George Lake","(9, Inf]","Summer","330",32
"George Lake","(9, Inf]","Winter","0",199
"George Lake","(9, Inf]","Winter","30",39
"George Lake","(9, Inf]","Winter","60",31
"George Lake","(9, Inf]","Winter","90",358
"George Lake","(9, Inf]","Winter","120",253
"George Lake","(9, Inf]","Winter","150",388
"George Lake","(9, Inf]","Winter","180",307
"George Lake","(9, Inf]","Winter","210",15
"George Lake","(9, Inf]","Winter","240",15
"George Lake","(9, Inf]","Winter","270",191
"George Lake","(9, Inf]","Winter","300",126
"George Lake","(9, Inf]","Winter","330",77
"George Lake","(6,9]","Summer","0",381
"George Lake","(6,9]","Summer","30",286
"George Lake","(6,9]","Summer","60",171
"George Lake","(6,9]","Summer","90",297
"George Lake","(6,9]","Summer","120",380
"George Lake","(6,9]","Summer","150",812
"George Lake","(6,9]","Summer","180",607
"George Lake","(6,9]","Summer","210",420
"George Lake","(6,9]","Summer","240",293
"George Lake","(6,9]","Summer","270",321
"George Lake","(6,9]","Summer","300",244
"George Lake","(6,9]","Summer","330",229
"George Lake","(6,9]","Winter","0",689
"George Lake","(6,9]","Winter","30",156
"George Lake","(6,9]","Winter","60",107
"George Lake","(6,9]","Winter","90",619
"George Lake","(6,9]","Winter","120",512
"George Lake","(6,9]","Winter","150",886
"George Lake","(6,9]","Winter","180",855
"George Lake","(6,9]","Winter","210",216
"George Lake","(6,9]","Winter","240",157
"George Lake","(6,9]","Winter","270",425
"George Lake","(6,9]","Winter","300",289
"George Lake","(6,9]","Winter","330",507
"George Lake","(3,6]","Summer","0",588
"George Lake","(3,6]","Summer","30",476
"George Lake","(3,6]","Summer","60",344
"George Lake","(3,6]","Summer","90",396
"George Lake","(3,6]","Summer","120",629
"George Lake","(3,6]","Summer","150",975
"George Lake","(3,6]","Summer","180",1156
"George Lake","(3,6]","Summer","210",770
"George Lake","(3,6]","Summer","240",588
"George Lake","(3,6]","Summer","270",702
"George Lake","(3,6]","Summer","300",567
"George Lake","(3,6]","Summer","330",519
"George Lake","(3,6]","Winter","0",1188
"George Lake","(3,6]","Winter","30",508
"George Lake","(3,6]","Winter","60",306
"George Lake","(3,6]","Winter","90",586
"George Lake","(3,6]","Winter","120",666
"George Lake","(3,6]","Winter","150",1325
"George Lake","(3,6]","Winter","180",1427
"George Lake","(3,6]","Winter","210",467
"George Lake","(3,6]","Winter","240",405
"George Lake","(3,6]","Winter","270",719
"George Lake","(3,6]","Winter","300",519
"George Lake","(3,6]","Winter","330",1274
"George Lake","(-Inf,3]","Summer","0",4063
"George Lake","(-Inf,3]","Summer","30",4924
"George Lake","(-Inf,3]","Summer","60",5254
"George Lake","(-Inf,3]","Summer","90",4130
"George Lake","(-Inf,3]","Summer","120",4237
"George Lake","(-Inf,3]","Summer","150",3520
"George Lake","(-Inf,3]","Summer","180",4007
"George Lake","(-Inf,3]","Summer","210",3319
"George Lake","(-Inf,3]","Summer","240",2885
"George Lake","(-Inf,3]","Summer","270",3639
"George Lake","(-Inf,3]","Summer","300",3248
"George Lake","(-Inf,3]","Summer","330",3509
"George Lake","(-Inf,3]","Winter","0",7653
"George Lake","(-Inf,3]","Winter","30",5871
"George Lake","(-Inf,3]","Winter","60",4554
"George Lake","(-Inf,3]","Winter","90",4614
"George Lake","(-Inf,3]","Winter","120",5660
"George Lake","(-Inf,3]","Winter","150",8299
"George Lake","(-Inf,3]","Winter","180",7348
"George Lake","(-Inf,3]","Winter","210",5187
"George Lake","(-Inf,3]","Winter","240",3731
"George Lake","(-Inf,3]","Winter","270",4191
"George Lake","(-Inf,3]","Winter","300",3999
"George Lake","(-Inf,3]","Winter","330",5260
"Gunnel","(9, Inf]","Summer","0",619
"Gunnel","(9, Inf]","Summer","30",715
"Gunnel","(9, Inf]","Summer","60",650
"Gunnel","(9, Inf]","Summer","90",524
"Gunnel","(9, Inf]","Summer","120",845
"Gunnel","(9, Inf]","Summer","150",323
"Gunnel","(9, Inf]","Summer","180",707
"Gunnel","(9, Inf]","Summer","210",1031
"Gunnel","(9, Inf]","Summer","240",228
"Gunnel","(9, Inf]","Summer","270",462
"Gunnel","(9, Inf]","Summer","300",1000
"Gunnel","(9, Inf]","Summer","330",841
"Gunnel","(9, Inf]","Winter","0",465
"Gunnel","(9, Inf]","Winter","30",452
"Gunnel","(9, Inf]","Winter","60",295
"Gunnel","(9, Inf]","Winter","90",680
"Gunnel","(9, Inf]","Winter","120",1678
"Gunnel","(9, Inf]","Winter","150",622
"Gunnel","(9, Inf]","Winter","180",1782
"Gunnel","(9, Inf]","Winter","210",2673
"Gunnel","(9, Inf]","Winter","240",303
"Gunnel","(9, Inf]","Winter","270",612
"Gunnel","(9, Inf]","Winter","300",1082
"Gunnel","(9, Inf]","Winter","330",685
"Gunnel","(6,9]","Summer","0",178
"Gunnel","(6,9]","Summer","30",315
"Gunnel","(6,9]","Summer","60",355
"Gunnel","(6,9]","Summer","90",202
"Gunnel","(6,9]","Summer","120",380
"Gunnel","(6,9]","Summer","150",228
"Gunnel","(6,9]","Summer","180",443
"Gunnel","(6,9]","Summer","210",480
"Gunnel","(6,9]","Summer","240",184
"Gunnel","(6,9]","Summer","270",212
"Gunnel","(6,9]","Summer","300",240
"Gunnel","(6,9]","Summer","330",213
"Gunnel","(6,9]","Winter","0",158
"Gunnel","(6,9]","Winter","30",194
"Gunnel","(6,9]","Winter","60",189
"Gunnel","(6,9]","Winter","90",205
"Gunnel","(6,9]","Winter","120",581
"Gunnel","(6,9]","Winter","150",323
"Gunnel","(6,9]","Winter","180",511
"Gunnel","(6,9]","Winter","210",457
"Gunnel","(6,9]","Winter","240",171
"Gunnel","(6,9]","Winter","270",198
"Gunnel","(6,9]","Winter","300",169
"Gunnel","(6,9]","Winter","330",235
"Gunnel","(3,6]","Summer","0",242
"Gunnel","(3,6]","Summer","30",303
"Gunnel","(3,6]","Summer","60",326
"Gunnel","(3,6]","Summer","90",260
"Gunnel","(3,6]","Summer","120",334
"Gunnel","(3,6]","Summer","150",205
"Gunnel","(3,6]","Summer","180",275
"Gunnel","(3,6]","Summer","210",368
"Gunnel","(3,6]","Summer","240",196
"Gunnel","(3,6]","Summer","270",175
"Gunnel","(3,6]","Summer","300",209
"Gunnel","(3,6]","Summer","330",209
"Gunnel","(3,6]","Winter","0",197
"Gunnel","(3,6]","Winter","30",187
"Gunnel","(3,6]","Winter","60",182
"Gunnel","(3,6]","Winter","90",198
"Gunnel","(3,6]","Winter","120",506
"Gunnel","(3,6]","Winter","150",280
"Gunnel","(3,6]","Winter","180",400
"Gunnel","(3,6]","Winter","210",327
"Gunnel","(3,6]","Winter","240",170
"Gunnel","(3,6]","Winter","270",159
"Gunnel","(3,6]","Winter","300",190
"Gunnel","(3,6]","Winter","330",219
"Gunnel","(-Inf,3]","Summer","0",115
"Gunnel","(-Inf,3]","Summer","30",118
"Gunnel","(-Inf,3]","Summer","60",81
"Gunnel","(-Inf,3]","Summer","90",94
"Gunnel","(-Inf,3]","Summer","120",126
"Gunnel","(-Inf,3]","Summer","150",97
"Gunnel","(-Inf,3]","Summer","180",108
"Gunnel","(-Inf,3]","Summer","210",121
"Gunnel","(-Inf,3]","Summer","240",63
"Gunnel","(-Inf,3]","Summer","270",73
"Gunnel","(-Inf,3]","Summer","300",102
"Gunnel","(-Inf,3]","Summer","330",134
"Gunnel","(-Inf,3]","Winter","0",163
"Gunnel","(-Inf,3]","Winter","30",221
"Gunnel","(-Inf,3]","Winter","60",178
"Gunnel","(-Inf,3]","Winter","90",220
"Gunnel","(-Inf,3]","Winter","120",463
"Gunnel","(-Inf,3]","Winter","150",218
"Gunnel","(-Inf,3]","Winter","180",202
"Gunnel","(-Inf,3]","Winter","210",173
"Gunnel","(-Inf,3]","Winter","240",122
"Gunnel","(-Inf,3]","Winter","270",174
"Gunnel","(-Inf,3]","Winter","300",288
"Gunnel","(-Inf,3]","Winter","330",219
"Hourglass","(9, Inf]","Summer","0",157
"Hourglass","(9, Inf]","Summer","30",160
"Hourglass","(9, Inf]","Summer","60",251
"Hourglass","(9, Inf]","Summer","90",356
"Hourglass","(9, Inf]","Summer","120",80
"Hourglass","(9, Inf]","Summer","150",42
"Hourglass","(9, Inf]","Summer","180",705
"Hourglass","(9, Inf]","Summer","210",3262
"Hourglass","(9, Inf]","Summer","240",5458
"Hourglass","(9, Inf]","Summer","270",1812
"Hourglass","(9, Inf]","Summer","300",367
"Hourglass","(9, Inf]","Summer","330",212
"Hourglass","(9, Inf]","Winter","0",195
"Hourglass","(9, Inf]","Winter","30",265
"Hourglass","(9, Inf]","Winter","60",142
"Hourglass","(9, Inf]","Winter","90",109
"Hourglass","(9, Inf]","Winter","120",43
"Hourglass","(9, Inf]","Winter","150",72
"Hourglass","(9, Inf]","Winter","180",1238
"Hourglass","(9, Inf]","Winter","210",4428
"Hourglass","(9, Inf]","Winter","240",8442
"Hourglass","(9, Inf]","Winter","270",2166
"Hourglass","(9, Inf]","Winter","300",348
"Hourglass","(9, Inf]","Winter","330",357
"Hourglass","(6,9]","Summer","0",238
"Hourglass","(6,9]","Summer","30",243
"Hourglass","(6,9]","Summer","60",340
"Hourglass","(6,9]","Summer","90",388
"Hourglass","(6,9]","Summer","120",212
"Hourglass","(6,9]","Summer","150",136
"Hourglass","(6,9]","Summer","180",735
"Hourglass","(6,9]","Summer","210",1506
"Hourglass","(6,9]","Summer","240",2752
"Hourglass","(6,9]","Summer","270",1111
"Hourglass","(6,9]","Summer","300",491
"Hourglass","(6,9]","Summer","330",427
"Hourglass","(6,9]","Winter","0",462
"Hourglass","(6,9]","Winter","30",370
"Hourglass","(6,9]","Winter","60",255
"Hourglass","(6,9]","Winter","90",198
"Hourglass","(6,9]","Winter","120",142
"Hourglass","(6,9]","Winter","150",157
"Hourglass","(6,9]","Winter","180",693
"Hourglass","(6,9]","Winter","210",1512
"Hourglass","(6,9]","Winter","240",2724
"Hourglass","(6,9]","Winter","270",823
"Hourglass","(6,9]","Winter","300",353
"Hourglass","(6,9]","Winter","330",587
"Hourglass","(3,6]","Summer","0",314
"Hourglass","(3,6]","Summer","30",340
"Hourglass","(3,6]","Summer","60",457
"Hourglass","(3,6]","Summer","90",477
"Hourglass","(3,6]","Summer","120",411
"Hourglass","(3,6]","Summer","150",302
"Hourglass","(3,6]","Summer","180",690
"Hourglass","(3,6]","Summer","210",1716
"Hourglass","(3,6]","Summer","240",2818
"Hourglass","(3,6]","Summer","270",1079
"Hourglass","(3,6]","Summer","300",616
"Hourglass","(3,6]","Summer","330",542
"Hourglass","(3,6]","Winter","0",825
"Hourglass","(3,6]","Winter","30",545
"Hourglass","(3,6]","Winter","60",433
"Hourglass","(3,6]","Winter","90",458
"Hourglass","(3,6]","Winter","120",467
"Hourglass","(3,6]","Winter","150",422
"Hourglass","(3,6]","Winter","180",836
"Hourglass","(3,6]","Winter","210",1831
"Hourglass","(3,6]","Winter","240",2452
"Hourglass","(3,6]","Winter","270",796
"Hourglass","(3,6]","Winter","300",471
"Hourglass","(3,6]","Winter","330",891
"Hourglass","(-Inf,3]","Summer","0",551
"Hourglass","(-Inf,3]","Summer","30",518
"Hourglass","(-Inf,3]","Summer","60",622
"Hourglass","(-Inf,3]","Summer","90",629
"Hourglass","(-Inf,3]","Summer","120",877
"Hourglass","(-Inf,3]","Summer","150",808
"Hourglass","(-Inf,3]","Summer","180",1276
"Hourglass","(-Inf,3]","Summer","210",2891
"Hourglass","(-Inf,3]","Summer","240",2415
"Hourglass","(-Inf,3]","Summer","270",1148
"Hourglass","(-Inf,3]","Summer","300",819
"Hourglass","(-Inf,3]","Summer","330",689
"Hourglass","(-Inf,3]","Winter","0",1644
"Hourglass","(-Inf,3]","Winter","30",1694
"Hourglass","(-Inf,3]","Winter","60",1299
"Hourglass","(-Inf,3]","Winter","90",1156
"Hourglass","(-Inf,3]","Winter","120",1732
"Hourglass","(-Inf,3]","Winter","150",1549
"Hourglass","(-Inf,3]","Winter","180",2330
"Hourglass","(-Inf,3]","Winter","210",3601
"Hourglass","(-Inf,3]","Winter","240",2572
"Hourglass","(-Inf,3]","Winter","270",1300
"Hourglass","(-Inf,3]","Winter","300",1363
"Hourglass","(-Inf,3]","Winter","330",1584
"Hudson Bay Mountain","(9, Inf]","Summer","0",1123
"Hudson Bay Mountain","(9, Inf]","Summer","30",952
"Hudson Bay Mountain","(9, Inf]","Summer","60",660
"Hudson Bay Mountain","(9, Inf]","Summer","90",585
"Hudson Bay Mountain","(9, Inf]","Summer","120",489
"Hudson Bay Mountain","(9, Inf]","Summer","150",422
"Hudson Bay Mountain","(9, Inf]","Summer","180",1946
"Hudson Bay Mountain","(9, Inf]","Summer","210",2653
"Hudson Bay Mountain","(9, Inf]","Summer","240",2888
"Hudson Bay Mountain","(9, Inf]","Summer","270",4364
"Hudson Bay Mountain","(9, Inf]","Summer","300",2239
"Hudson Bay Mountain","(9, Inf]","Summer","330",454
"Hudson Bay Mountain","(9, Inf]","Winter","0",1012
"Hudson Bay Mountain","(9, Inf]","Winter","30",1345
"Hudson Bay Mountain","(9, Inf]","Winter","60",1954
"Hudson Bay Mountain","(9, Inf]","Winter","90",1738
"Hudson Bay Mountain","(9, Inf]","Winter","120",1427
"Hudson Bay Mountain","(9, Inf]","Winter","150",739
"Hudson Bay Mountain","(9, Inf]","Winter","180",2692
"Hudson Bay Mountain","(9, Inf]","Winter","210",4375
"Hudson Bay Mountain","(9, Inf]","Winter","240",4452
"Hudson Bay Mountain","(9, Inf]","Winter","270",4622
"Hudson Bay Mountain","(9, Inf]","Winter","300",1522
"Hudson Bay Mountain","(9, Inf]","Winter","330",315
"Hudson Bay Mountain","(6,9]","Summer","0",216
"Hudson Bay Mountain","(6,9]","Summer","30",261
"Hudson Bay Mountain","(6,9]","Summer","60",218
"Hudson Bay Mountain","(6,9]","Summer","90",207
"Hudson Bay Mountain","(6,9]","Summer","120",221
"Hudson Bay Mountain","(6,9]","Summer","150",205
"Hudson Bay Mountain","(6,9]","Summer","180",284
"Hudson Bay Mountain","(6,9]","Summer","210",358
"Hudson Bay Mountain","(6,9]","Summer","240",194
"Hudson Bay Mountain","(6,9]","Summer","270",106
"Hudson Bay Mountain","(6,9]","Summer","300",125
"Hudson Bay Mountain","(6,9]","Summer","330",171
"Hudson Bay Mountain","(6,9]","Winter","0",199
"Hudson Bay Mountain","(6,9]","Winter","30",222
"Hudson Bay Mountain","(6,9]","Winter","60",299
"Hudson Bay Mountain","(6,9]","Winter","90",387
"Hudson Bay Mountain","(6,9]","Winter","120",323
"Hudson Bay Mountain","(6,9]","Winter","150",249
"Hudson Bay Mountain","(6,9]","Winter","180",316
"Hudson Bay Mountain","(6,9]","Winter","210",521
"Hudson Bay Mountain","(6,9]","Winter","240",361
"Hudson Bay Mountain","(6,9]","Winter","270",207
"Hudson Bay Mountain","(6,9]","Winter","300",116
"Hudson Bay Mountain","(6,9]","Winter","330",101
"Hudson Bay Mountain","(3,6]","Summer","0",188
"Hudson Bay Mountain","(3,6]","Summer","30",244
"Hudson Bay Mountain","(3,6]","Summer","60",233
"Hudson Bay Mountain","(3,6]","Summer","90",186
"Hudson Bay Mountain","(3,6]","Summer","120",202
"Hudson Bay Mountain","(3,6]","Summer","150",160
"Hudson Bay Mountain","(3,6]","Summer","180",205
"Hudson Bay Mountain","(3,6]","Summer","210",219
"Hudson Bay Mountain","(3,6]","Summer","240",172
"Hudson Bay Mountain","(3,6]","Summer","270",114
"Hudson Bay Mountain","(3,6]","Summer","300",106
"Hudson Bay Mountain","(3,6]","Summer","330",120
"Hudson Bay Mountain","(3,6]","Winter","0",172
"Hudson Bay Mountain","(3,6]","Winter","30",218
"Hudson Bay Mountain","(3,6]","Winter","60",291
"Hudson Bay Mountain","(3,6]","Winter","90",304
"Hudson Bay Mountain","(3,6]","Winter","120",264
"Hudson Bay Mountain","(3,6]","Winter","150",202
"Hudson Bay Mountain","(3,6]","Winter","180",222
"Hudson Bay Mountain","(3,6]","Winter","210",325
"Hudson Bay Mountain","(3,6]","Winter","240",274
"Hudson Bay Mountain","(3,6]","Winter","270",188
"Hudson Bay Mountain","(3,6]","Winter","300",123
"Hudson Bay Mountain","(3,6]","Winter","330",129
"Hudson Bay Mountain","(-Inf,3]","Summer","0",79
"Hudson Bay Mountain","(-Inf,3]","Summer","30",105
"Hudson Bay Mountain","(-Inf,3]","Summer","60",96
"Hudson Bay Mountain","(-Inf,3]","Summer","90",87
"Hudson Bay Mountain","(-Inf,3]","Summer","120",101
"Hudson Bay Mountain","(-Inf,3]","Summer","150",104
"Hudson Bay Mountain","(-Inf,3]","Summer","180",110
"Hudson Bay Mountain","(-Inf,3]","Summer","210",116
"Hudson Bay Mountain","(-Inf,3]","Summer","240",103
"Hudson Bay Mountain","(-Inf,3]","Summer","270",76
"Hudson Bay Mountain","(-Inf,3]","Summer","300",86
"Hudson Bay Mountain","(-Inf,3]","Summer","330",82
"Hudson Bay Mountain","(-Inf,3]","Winter","0",173
"Hudson Bay Mountain","(-Inf,3]","Winter","30",231
"Hudson Bay Mountain","(-Inf,3]","Winter","60",299
"Hudson Bay Mountain","(-Inf,3]","Winter","90",298
"Hudson Bay Mountain","(-Inf,3]","Winter","120",315
"Hudson Bay Mountain","(-Inf,3]","Winter","150",333
"Hudson Bay Mountain","(-Inf,3]","Winter","180",542
"Hudson Bay Mountain","(-Inf,3]","Winter","210",423
"Hudson Bay Mountain","(-Inf,3]","Winter","240",259
"Hudson Bay Mountain","(-Inf,3]","Winter","270",286
"Hudson Bay Mountain","(-Inf,3]","Winter","300",189
"Hudson Bay Mountain","(-Inf,3]","Winter","330",138
"IBB1 Sweeney Lake","(3,6]","Summer","180",2
"IBB1 Sweeney Lake","(3,6]","Winter","210",5
"IBB1 Sweeney Lake","(-Inf,3]","Summer","0",298
"IBB1 Sweeney Lake","(-Inf,3]","Summer","30",116
"IBB1 Sweeney Lake","(-Inf,3]","Summer","60",50
"IBB1 Sweeney Lake","(-Inf,3]","Summer","90",83
"IBB1 Sweeney Lake","(-Inf,3]","Summer","120",93
"IBB1 Sweeney Lake","(-Inf,3]","Summer","150",240
"IBB1 Sweeney Lake","(-Inf,3]","Summer","180",1064
"IBB1 Sweeney Lake","(-Inf,3]","Summer","210",663
"IBB1 Sweeney Lake","(-Inf,3]","Summer","240",198
"IBB1 Sweeney Lake","(-Inf,3]","Summer","270",123
"IBB1 Sweeney Lake","(-Inf,3]","Summer","300",238
"IBB1 Sweeney Lake","(-Inf,3]","Summer","330",624
"IBB1 Sweeney Lake","(-Inf,3]","Winter","0",429
"IBB1 Sweeney Lake","(-Inf,3]","Winter","30",364
"IBB1 Sweeney Lake","(-Inf,3]","Winter","60",357
"IBB1 Sweeney Lake","(-Inf,3]","Winter","90",221
"IBB1 Sweeney Lake","(-Inf,3]","Winter","120",228
"IBB1 Sweeney Lake","(-Inf,3]","Winter","150",231
"IBB1 Sweeney Lake","(-Inf,3]","Winter","180",673
"IBB1 Sweeney Lake","(-Inf,3]","Winter","210",984
"IBB1 Sweeney Lake","(-Inf,3]","Winter","240",319
"IBB1 Sweeney Lake","(-Inf,3]","Winter","270",258
"IBB1 Sweeney Lake","(-Inf,3]","Winter","300",365
"IBB1 Sweeney Lake","(-Inf,3]","Winter","330",678
"IBB2 Ganokwa Canyon","(3,6]","Summer","0",2
"IBB2 Ganokwa Canyon","(3,6]","Summer","30",2
"IBB2 Ganokwa Canyon","(3,6]","Summer","60",1
"IBB2 Ganokwa Canyon","(3,6]","Winter","30",1
"IBB2 Ganokwa Canyon","(3,6]","Winter","60",5
"IBB2 Ganokwa Canyon","(3,6]","Winter","90",7
"IBB2 Ganokwa Canyon","(3,6]","Winter","120",5
"IBB2 Ganokwa Canyon","(3,6]","Winter","150",3
"IBB2 Ganokwa Canyon","(3,6]","Winter","180",3
"IBB2 Ganokwa Canyon","(3,6]","Winter","210",1
"IBB2 Ganokwa Canyon","(3,6]","Winter","240",2
"IBB2 Ganokwa Canyon","(3,6]","Winter","270",1
"IBB2 Ganokwa Canyon","(3,6]","Winter","330",1
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","0",683
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","30",912
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","60",810
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","90",367
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","120",192
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","150",155
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","180",77
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","210",155
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","240",456
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","270",334
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","300",408
"IBB2 Ganokwa Canyon","(-Inf,3]","Summer","330",582
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","0",744
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","30",1116
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","60",925
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","90",337
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","120",175
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","150",180
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","180",198
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","210",237
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","240",352
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","270",309
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","300",177
"IBB2 Ganokwa Canyon","(-Inf,3]","Winter","330",309
"IBB3 Pine Creek","(3,6]","Winter","240",1
"IBB3 Pine Creek","(-Inf,3]","Summer","0",894
"IBB3 Pine Creek","(-Inf,3]","Summer","30",359
"IBB3 Pine Creek","(-Inf,3]","Summer","60",263
"IBB3 Pine Creek","(-Inf,3]","Summer","90",216
"IBB3 Pine Creek","(-Inf,3]","Summer","120",187
"IBB3 Pine Creek","(-Inf,3]","Summer","150",256
"IBB3 Pine Creek","(-Inf,3]","Summer","180",462
"IBB3 Pine Creek","(-Inf,3]","Summer","210",558
"IBB3 Pine Creek","(-Inf,3]","Summer","240",1101
"IBB3 Pine Creek","(-Inf,3]","Summer","270",1252
"IBB3 Pine Creek","(-Inf,3]","Summer","300",1169
"IBB3 Pine Creek","(-Inf,3]","Summer","330",689
"IBB3 Pine Creek","(-Inf,3]","Winter","0",674
"IBB3 Pine Creek","(-Inf,3]","Winter","30",271
"IBB3 Pine Creek","(-Inf,3]","Winter","60",355
"IBB3 Pine Creek","(-Inf,3]","Winter","90",571
"IBB3 Pine Creek","(-Inf,3]","Winter","120",743
"IBB3 Pine Creek","(-Inf,3]","Winter","150",406
"IBB3 Pine Creek","(-Inf,3]","Winter","180",1114
"IBB3 Pine Creek","(-Inf,3]","Winter","210",1302
"IBB3 Pine Creek","(-Inf,3]","Winter","240",1447
"IBB3 Pine Creek","(-Inf,3]","Winter","270",1667
"IBB3 Pine Creek","(-Inf,3]","Winter","300",1087
