"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Hudson Bay Mountain","Sep","mean",5.06,2.82,7.66,1.64,828.22,83.29,2.03,4.92,24.69,-Inf,122.99,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Sep","max",19.55,17.08,22.7,29.6,846.23,100,8.99,11.92,89.5,43.27,252.65,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Sep","min",-5.49,-8.46,-3.6,0,810.32,29,-9.65,1.18,270.03,-Inf,14.31,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Sep","obs_na",0,0,0,12,0,0,0,1,0,0,0,270,270,270,270,270,270
"Hudson Bay Mountain","Oct","mean",-0.67,-2.59,1.36,0.7,825.24,86.47,-3.16,5.4,20.21,-Inf,77.25,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Oct","max",12.04,10.05,15.1,20.8,842.82,100,7.65,13.77,88.98,39.37,177.95,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Oct","min",-13.88,-15.95,-11.61,0,801.28,14.92,-18.92,0,271.78,-Inf,7.12,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Oct","obs_na",0,0,0,0,0,0,0,21,21,0,0,279,279,279,279,279,279
"Hudson Bay Mountain","Nov","mean",-5.56,-7.47,-3.67,0.28,820.94,93.37,-6.68,4.81,21.11,-Inf,36.54,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Nov","max",3.42,1.24,6.76,11.4,847.35,100,2.34,16.78,89.85,42.49,91.03,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Nov","min",-23.9,-24.38,-23.46,0,801.75,15.35,-25.54,0,270.15,-Inf,6.96,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Nov","obs_na",0,0,0,0,0,0,0,21,21,0,0,261,261,261,261,261,261
"Hudson Bay Mountain","Dec","mean",-8.3,-10.48,-6.04,0.09,819.96,90.3,-9.84,4.68,16.62,13.41,22.15,NA,NA,NA,NA,NA,NA
"Hudson Bay Mountain","Dec","max",4.29,2.15,6.58,8,844.99,100,2.45,23.81,89.45,49.31,54.31,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Hudson Bay Mountain","Dec","min",-30.29,-31.84,-28.99,0,795.68,36.6,-32.56,0,270.73,0,5.14,Inf,Inf,Inf,Inf,Inf,Inf
"Hudson Bay Mountain","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,248,248,248,248,248,248
"IBB1 Sweeney Lake","Jan","mean",-4.17,-6.36,-2.16,2.82,892.36,93.27,-5.19,0.07,10.9,1.65,1.76,0.23,NA,NA,NA,27.92,NA
"IBB1 Sweeney Lake","Jan","max",2.46,0.65,4.91,51,902.75,99.85,1.01,0.35,77.84,5.34,3.73,0.26,-Inf,-Inf,-Inf,72.33,-Inf
"IBB1 Sweeney Lake","Jan","min",-14.47,-15.39,-13.02,0,869.9,69.57,-15.44,0,275.58,0,0.76,0.22,Inf,Inf,Inf,5.78,Inf
"IBB1 Sweeney Lake","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"IBB1 Sweeney Lake","Feb","mean",-9.65,-11.73,-7.02,1.94,884.53,86.69,-11.48,0.01,358.91,1.12,4.05,0.22,NA,NA,NA,17.55,NA
"IBB1 Sweeney Lake","Feb","max",1.02,-0.11,3.42,15,901.98,100,0.29,0.18,84.3,3.34,8.22,0.23,-Inf,-Inf,-Inf,97.25,-Inf
"IBB1 Sweeney Lake","Feb","min",-22.92,-24.35,-21.96,0,868.77,72.25,-25.44,0,274.95,0,1.6,0.21,Inf,Inf,Inf,1.3,Inf
"IBB1 Sweeney Lake","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,0,28
"IBB1 Sweeney Lake","Mar","mean",-2.12,-4.15,0.43,0.48,878.76,86.96,-4.09,0.02,3.08,1.62,8.09,0.22,NA,NA,NA,11.57,NA
"IBB1 Sweeney Lake","Mar","max",1.97,-0.21,6.17,6.6,888.85,100,0.42,0.11,87.67,3.01,14.26,0.22,-Inf,-Inf,-Inf,61.4,-Inf
"IBB1 Sweeney Lake","Mar","min",-7.63,-9.58,-5.78,0,867.06,74.16,-8.59,0,280.44,0.67,3.43,0.22,Inf,Inf,Inf,3.75,Inf
"IBB1 Sweeney Lake","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"IBB1 Sweeney Lake","Apr","mean",1.75,-1.24,5.2,0.18,887.82,74.61,-2.64,0.1,19.1,2.19,16.35,0.24,NA,NA,NA,11.72,NA
"IBB1 Sweeney Lake","Apr","max",4.68,1.87,11.49,2.2,895.08,96.53,1.57,0.49,89.2,3.67,26.65,0.27,-Inf,-Inf,-Inf,66.59,-Inf
"IBB1 Sweeney Lake","Apr","min",-1.8,-5.23,-0.36,0,875.51,52.31,-7.51,0,271.02,1,3.52,0.22,Inf,Inf,Inf,3.48,Inf
"IBB1 Sweeney Lake","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"IBB1 Sweeney Lake","May","mean",4.29,1.22,7.67,0.08,885.92,77.27,0.4,0.07,13.03,2.14,18.72,0.24,NA,NA,NA,13.89,NA
"IBB1 Sweeney Lake","May","max",11.01,6.52,17.51,0.8,893.39,92.94,6.67,0.22,86.56,3.67,32.96,0.26,-Inf,-Inf,-Inf,54.02,-Inf
"IBB1 Sweeney Lake","May","min",1,-1.55,3.83,0,878.26,57.49,-4.19,0,274.83,1,7.75,0.22,Inf,Inf,Inf,3.43,Inf
"IBB1 Sweeney Lake","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"IBB1 Sweeney Lake","Jun","mean",9.75,5.7,13.89,0.03,889.85,66.55,3.3,0.1,19.22,2.38,30.13,0.21,NA,NA,NA,7.07,NA
"IBB1 Sweeney Lake","Jun","max",15.65,10.33,21.62,0.8,896.97,85.78,8.75,0.35,61.8,4.34,48.85,0.22,-Inf,-Inf,-Inf,29.07,-Inf
"IBB1 Sweeney Lake","Jun","min",4.73,0.93,8.9,0,885.33,44.88,-1.93,0,302.42,1,10.94,0.19,Inf,Inf,Inf,3.11,Inf
"IBB1 Sweeney Lake","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"IBB1 Sweeney Lake","Jul","mean",12.88,8.9,17.36,0.01,890.13,69.17,6.93,0.09,27.71,2.16,26.69,0.16,NA,NA,NA,10,NA
"IBB1 Sweeney Lake","Jul","max",18.58,13.12,25.19,0.2,897.38,87.07,12.04,0.35,81.84,3.67,43.43,0.19,-Inf,-Inf,-Inf,38.48,-Inf
"IBB1 Sweeney Lake","Jul","min",7.79,3.01,11.24,0,883.51,51.11,2.15,0,281.25,1,6.5,0.13,Inf,Inf,Inf,3.65,Inf
"IBB1 Sweeney Lake","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"IBB1 Sweeney Lake","Aug","mean",13.53,9.67,17.96,0.72,890.9,71.72,7.79,0.08,27.46,1.83,18.82,0.14,NA,NA,NA,17.9,NA
"IBB1 Sweeney Lake","Aug","max",20.4,15.46,27.74,6.2,898.87,97.61,11.86,0.39,89.32,3.67,38.89,0.2,-Inf,-Inf,-Inf,96.84,-Inf
"IBB1 Sweeney Lake","Aug","min",7.12,4.4,8.4,0,876.91,42.89,5.34,0,270.26,0,4.73,0.13,Inf,Inf,Inf,3.33,Inf
"IBB1 Sweeney Lake","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"IBB1 Sweeney Lake","Sep","mean",9.27,6.21,12.83,3.17,886.53,77.49,4.91,0.06,28.85,1.71,11.78,0.17,NA,NA,NA,22.3,NA
"IBB1 Sweeney Lake","Sep","max",20.12,16.14,27.95,24.8,894.89,98.93,10.74,0.19,89.95,3.01,24.36,0.26,-Inf,-Inf,-Inf,100,-Inf
"IBB1 Sweeney Lake","Sep","min",0.6,-0.44,3.16,0,875.3,45.02,0.15,0,273.64,0,1.55,0.11,Inf,Inf,Inf,1.72,Inf
"IBB1 Sweeney Lake","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,0,35
"IBB1 Sweeney Lake","Oct","mean",2,0.35,3.78,4.26,883.21,93.35,0.98,0.03,5.11,1.79,4.56,0.25,NA,NA,NA,31.21,NA
"IBB1 Sweeney Lake","Oct","max",8.54,6.34,10.62,35.2,893.27,100,8.25,0.16,87.87,3.67,8.9,0.27,-Inf,-Inf,-Inf,77.92,-Inf
"IBB1 Sweeney Lake","Oct","min",-1.98,-4.97,-1.13,0,871.19,75.09,-5.41,0,273.76,0,0.71,0.2,Inf,Inf,Inf,2.37,Inf
"IBB1 Sweeney Lake","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,0,32
"IBB1 Sweeney Lake","Nov","mean",-3.66,-5.26,-2.13,1.62,879.84,95.9,-4.24,0.03,2.14,1.37,1.57,0.24,NA,NA,NA,50.98,NA
"IBB1 Sweeney Lake","Nov","max",5.48,2.64,7.62,30.6,890.25,99.87,4.39,0.39,89.18,4.01,4.46,0.26,-Inf,-Inf,-Inf,79.66,-Inf
"IBB1 Sweeney Lake","Nov","min",-13.34,-14.76,-12.53,0,864.96,91.22,-14.49,0,270.68,0,0.6,0.23,Inf,Inf,Inf,5.54,Inf
"IBB1 Sweeney Lake","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,30
"IBB1 Sweeney Lake","Dec","mean",-2.66,-4.18,-1.22,1.83,881.29,97.03,-3.09,0.01,355.98,1.03,1.18,0.24,NA,NA,NA,27.55,NA
"IBB1 Sweeney Lake","Dec","max",4.05,2.93,6,44.6,896.9,100,3.47,0.19,73.29,3.67,2.64,0.27,-Inf,-Inf,-Inf,65.17,-Inf
"IBB1 Sweeney Lake","Dec","min",-10.03,-12.37,-8.4,0,864.38,87.67,-10.81,0,272.43,0,0.6,0.22,Inf,Inf,Inf,3.7,Inf
"IBB1 Sweeney Lake","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,0,31
"IBB2 Ganokwa Canyon","Jan","mean",-4.85,-6.84,-3.11,0.85,909.9,96.25,-5.37,0.05,9.51,1.24,2.06,0.44,NA,NA,1.37,19.58,NA
"IBB2 Ganokwa Canyon","Jan","max",1.56,0.9,2.91,16.8,921.39,100,0.95,0.3,76.11,2.34,3.32,0.46,-Inf,-Inf,1.72,93.58,-Inf
"IBB2 Ganokwa Canyon","Jan","min",-15.28,-17.24,-13.47,0,888.82,86.01,-17.13,0,279.92,0.33,0.81,0.43,Inf,Inf,0.98,4.56,Inf
"IBB2 Ganokwa Canyon","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,31
"IBB2 Ganokwa Canyon","Feb","mean",-8.75,-10.93,-6.01,0.32,902.8,86.31,-10.65,0.05,357.96,1.36,4.25,0.26,NA,NA,0.28,10.67,NA
"IBB2 Ganokwa Canyon","Feb","max",2.24,0.84,4.83,6.8,921.32,99.94,1.03,0.32,89.68,3.34,8.58,0.44,-Inf,-Inf,0.87,48.28,-Inf
"IBB2 Ganokwa Canyon","Feb","min",-21.99,-24.56,-19.59,0,885.04,69.92,-23.97,0,271.42,0,1.02,0.17,Inf,Inf,0.02,2.94,Inf
"IBB2 Ganokwa Canyon","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,28
"IBB2 Ganokwa Canyon","Mar","mean",-0.51,-2.88,2.27,0.08,896.18,74.83,-4.64,0.09,351.8,1.87,10.92,0.21,NA,NA,0.33,9.75,NA
"IBB2 Ganokwa Canyon","Mar","max",4.87,1.03,9.77,1.4,906.43,100,1.46,0.57,89.85,4.68,17.75,0.26,-Inf,-Inf,0.42,85.2,-Inf
"IBB2 Ganokwa Canyon","Mar","min",-6.29,-9.06,-4.15,0,884,55.03,-11.24,0,273.61,0,6.75,0.17,Inf,Inf,0.27,3.46,Inf
"IBB2 Ganokwa Canyon","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,31
"IBB2 Ganokwa Canyon","Apr","mean",3.51,-0.07,7.84,0.67,904.65,68.02,-2.4,0.1,354.16,1.81,21.41,0.42,NA,NA,0.6,13.1,NA
"IBB2 Ganokwa Canyon","Apr","max",7.58,3.33,14.56,8,912.83,97.15,3.09,0.42,87.69,3.34,37.54,0.47,-Inf,-Inf,1.19,68.09,-Inf
"IBB2 Ganokwa Canyon","Apr","min",0.07,-3.59,2.42,0,892.35,47.32,-7.87,0,271.65,1,12.02,0.25,Inf,Inf,0.44,3.23,Inf
"IBB2 Ganokwa Canyon","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,30
"IBB2 Ganokwa Canyon","May","mean",6.77,3.05,11.11,0.26,902.37,69.86,1.18,0.08,342.23,1.84,26.43,0.4,NA,NA,3.39,15.23,NA
"IBB2 Ganokwa Canyon","May","max",13.93,8.94,21.25,3.6,910.15,89.4,7.85,0.28,88.77,2.67,48.47,0.46,-Inf,-Inf,5,41.79,-Inf
"IBB2 Ganokwa Canyon","May","min",2.86,-0.89,7.24,0,895.19,44.5,-4.8,0,281.25,1,15.77,0.37,Inf,Inf,1.48,3.09,Inf
"IBB2 Ganokwa Canyon","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,31
"IBB2 Ganokwa Canyon","Jun","mean",11.69,7.15,16.86,0.53,906.2,63.81,4.27,0.07,11.22,1.69,35.74,0.36,NA,NA,6.08,11.42,NA
"IBB2 Ganokwa Canyon","Jun","max",17.44,12.5,23.74,7,913.89,89.53,10.53,0.18,89.16,3.01,57.14,0.37,-Inf,-Inf,7.21,44.46,-Inf
"IBB2 Ganokwa Canyon","Jun","min",7.65,3.2,11.72,0,901.4,36.86,-2.3,0,274.99,0.33,11.45,0.36,Inf,Inf,4.7,2.92,Inf
"IBB2 Ganokwa Canyon","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,30
"IBB2 Ganokwa Canyon","Jul","mean",14.22,10.29,18.83,0.48,905.55,70.82,8.52,0.06,354.85,1.62,29.53,0.3,NA,NA,8.2,12.4,NA
"IBB2 Ganokwa Canyon","Jul","max",20.84,15.21,29.76,5,914.49,88.22,11.83,0.19,89.05,2.67,51.3,0.35,-Inf,-Inf,9.71,39.68,-Inf
"IBB2 Ganokwa Canyon","Jul","min",9.15,3.69,12.01,0,898.18,47.44,2.57,0,272.89,0,13.58,0.2,Inf,Inf,6.98,2.35,Inf
"IBB2 Ganokwa Canyon","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,37
"IBB2 Ganokwa Canyon","Aug","mean",14.73,10.52,19.84,1.41,907.29,67.23,7.85,0.04,333.74,1.51,23.88,0.24,NA,NA,9.14,16.69,NA
"IBB2 Ganokwa Canyon","Aug","max",21.12,16.67,28.9,15,915.81,98.11,11.79,0.25,83.83,3.67,45.62,0.4,-Inf,-Inf,10.33,96.84,-Inf
"IBB2 Ganokwa Canyon","Aug","min",8.05,4.76,10.2,0,893.92,36.63,2.8,0,270.66,1,8.79,0.17,Inf,Inf,8.3,0.96,Inf
"IBB2 Ganokwa Canyon","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,62
"IBB2 Ganokwa Canyon","Sep","mean",10.83,7.55,14.75,1.89,903.67,78.61,6.76,0.02,342.3,0.99,12.25,0.22,NA,NA,8.8,23.97,NA
"IBB2 Ganokwa Canyon","Sep","max",20.57,16.54,27.27,20,915.49,99.99,11.28,0.29,85.94,3.01,23.69,0.3,-Inf,-Inf,10.65,100,-Inf
"IBB2 Ganokwa Canyon","Sep","min",1.96,-0.71,2.94,0,891.88,49.65,0.62,0,270.79,0,2.43,0.17,Inf,Inf,6.35,2.1,Inf
"IBB2 Ganokwa Canyon","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,54,54,2,0,54
"IBB2 Ganokwa Canyon","Oct","mean",2.69,0.76,4.66,1.14,900.34,93.85,1.73,0.05,21.21,1.55,5.27,0.25,NA,NA,5.4,37.01,NA
"IBB2 Ganokwa Canyon","Oct","max",10.49,9.39,11.5,16.2,910.32,100,9.4,0.39,84.49,4.34,8.58,0.26,-Inf,-Inf,6.55,97.77,-Inf
"IBB2 Ganokwa Canyon","Oct","min",-2.63,-5.45,-1.21,0,888.68,79.02,-3.59,0,271.44,0.67,0.76,0.24,Inf,Inf,3.99,4.14,Inf
"IBB2 Ganokwa Canyon","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,31
"IBB2 Ganokwa Canyon","Nov","mean",-3.26,-4.87,-1.82,0.99,897.4,96.66,-3.74,0.08,20.84,1.6,2.12,0.33,NA,NA,3.07,29.04,NA
"IBB2 Ganokwa Canyon","Nov","max",5.25,3.39,7.31,11.8,907.49,100,5.25,0.6,87.55,5.34,5.03,0.45,-Inf,-Inf,4.01,78.06,-Inf
"IBB2 Ganokwa Canyon","Nov","min",-13.92,-15.43,-12.3,0,881.47,82.81,-14.82,0,282,0.33,0.6,0.26,Inf,Inf,1.84,4.54,Inf
"IBB2 Ganokwa Canyon","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,30
"IBB2 Ganokwa Canyon","Dec","mean",-2.78,-4.17,-1.44,0.69,898.92,98.72,-2.97,0.09,16.9,1.23,1.16,0.45,NA,NA,2,27.66,NA
"IBB2 Ganokwa Canyon","Dec","max",3.22,2.81,3.76,11.6,915.28,100,3.22,0.42,84.47,2.67,2.22,0.48,-Inf,-Inf,2.39,93.8,-Inf
"IBB2 Ganokwa Canyon","Dec","min",-10.43,-12.39,-7.4,0,880.99,95.15,-10.77,0,277.81,0,0.6,0.3,Inf,Inf,1.58,5.58,Inf
"IBB2 Ganokwa Canyon","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,31
"IBB3 Pine Creek","Jan","mean",-6.74,-8.58,-4.88,1.07,907.8,98.02,-7,0,0.86,0.44,0.97,0.14,NA,NA,0.66,21.51,NA
"IBB3 Pine Creek","Jan","max",3.03,1.49,4.63,15.2,924.65,100,3.03,0.04,87.68,3.01,2.18,0.18,-Inf,-Inf,1.32,100,-Inf
"IBB3 Pine Creek","Jan","min",-27.5,-28.65,-25.1,0,887.27,88.88,-28.81,0,272.7,0,0.6,0.08,Inf,Inf,-0.52,3.63,Inf
"IBB3 Pine Creek","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,62
"IBB3 Pine Creek","Feb","mean",-7.88,-10.65,-4.62,0.31,904.81,90.03,-9.34,0,347.24,0.48,2.21,0.14,NA,NA,0.15,14.8,NA
"IBB3 Pine Creek","Feb","max",1.7,0.73,4.57,9.8,924.84,100,1.43,0.07,88.53,3.34,4.1,0.18,-Inf,-Inf,0.95,100,-Inf
"IBB3 Pine Creek","Feb","min",-22.77,-25.52,-19.64,0,885.09,57.69,-24.15,0,273.8,0,0.71,0.1,Inf,Inf,-0.17,2.79,Inf
"IBB3 Pine Creek","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,57
"IBB3 Pine Creek","Mar","mean",-1.72,-4.74,1.61,0.24,901.07,80.3,-5.03,0.02,354,0.66,4.45,0.15,NA,NA,0,11.06,NA
"IBB3 Pine Creek","Mar","max",5.07,0.02,12.21,12.8,915.84,100,1.56,0.29,88.19,2,8.58,0.24,-Inf,-Inf,0.34,97.16,-Inf
"IBB3 Pine Creek","Mar","min",-16.31,-20.88,-15.32,0,886.01,48.77,-18.43,0,271.9,0,0.87,0.07,Inf,Inf,-0.78,2.79,Inf
"IBB3 Pine Creek","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,62
"IBB3 Pine Creek","Apr","mean",1.98,-1.57,5.88,0.18,907.15,72.26,-3.16,0.04,29.46,1.37,8.01,0.2,NA,NA,0.22,12.54,NA
"IBB3 Pine Creek","Apr","max",5.79,1.77,12.63,2.8,923.7,99.98,2.57,0.29,89.8,3.01,14.99,0.22,-Inf,-Inf,0.97,87.23,-Inf
"IBB3 Pine Creek","Apr","min",-1.9,-6.54,0.39,0,895.5,34.75,-11.83,0,275.62,0,1.75,0.16,Inf,Inf,-0.09,2.5,Inf
"IBB3 Pine Creek","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,60
"IBB3 Pine Creek","May","mean",5.89,1.76,10.2,0.01,906.32,73.71,1.12,0.03,25.63,1.57,9.12,0.19,NA,NA,2.55,10.21,NA
"IBB3 Pine Creek","May","max",12.28,7.47,18.94,0.6,921.36,94.1,6.6,0.17,88.97,2.67,14.01,0.22,-Inf,-Inf,5,44.95,-Inf
"IBB3 Pine Creek","May","min",2.59,-1.62,6.05,0,892.13,50.66,-3.86,0,271.72,0.67,4.05,0.17,Inf,Inf,0.02,3.16,Inf
"IBB3 Pine Creek","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,62
"IBB3 Pine Creek","Jun","mean",10.36,6.01,14.4,0.3,907.81,72.89,5.04,0.04,27.08,1.3,9.66,0.16,NA,NA,5.85,15.04,NA
"IBB3 Pine Creek","Jun","max",16.03,10.86,22.32,3.2,917.35,99.13,11.15,0.3,89.39,2.34,15.72,0.19,-Inf,-Inf,7.75,73.09,-Inf
"IBB3 Pine Creek","Jun","min",5.66,0.6,6.99,0,888.78,38.67,-1.54,0,271.25,0,4.67,0.14,Inf,Inf,3.51,3.53,Inf
"IBB3 Pine Creek","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,60
"IBB3 Pine Creek","Jul","mean",14.34,9.47,19.09,0.06,910.01,69.17,8.08,0.04,18.55,1.48,8.81,0.12,NA,NA,8.71,10.17,NA
"IBB3 Pine Creek","Jul","max",20.9,14.62,27.93,1.2,917.77,90.78,12.81,0.21,87.33,3.01,13.79,0.16,-Inf,-Inf,10.57,36.49,-Inf
"IBB3 Pine Creek","Jul","min",8.02,3.77,11.51,0,901.21,39.38,3.15,0,270.48,0.67,4.53,0.09,Inf,Inf,7.07,3.04,Inf
"IBB3 Pine Creek","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,62
"IBB3 Pine Creek","Aug","mean",13.94,8.99,18.77,0.53,910.44,71.48,8.13,0.03,21.55,1.27,7.52,0.09,NA,NA,9.69,14.53,NA
"IBB3 Pine Creek","Aug","max",20.03,13.12,26.94,11.8,919.13,99.94,12.15,0.15,81.06,2,12.12,0.1,-Inf,-Inf,11.48,98.16,-Inf
"IBB3 Pine Creek","Aug","min",7.11,3.49,9.65,0,897.04,43.95,3.24,0,270.55,0.33,0.76,0.07,Inf,Inf,8.29,3.21,Inf
"IBB3 Pine Creek","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,62
"IBB3 Pine Creek","Sep","mean",9.51,5.72,13.55,1.78,906.18,83.4,6.42,0.03,3.22,0.92,4.52,0.08,NA,NA,8.77,22.41,NA
"IBB3 Pine Creek","Sep","max",18.4,12.63,25.81,56.6,918.48,100,11.15,0.19,89.31,2,8.22,0.1,-Inf,-Inf,11.58,100,-Inf
"IBB3 Pine Creek","Sep","min",0.11,-1.39,1.14,0,894.87,56.41,-0.02,0,271.83,0,0.6,0.06,Inf,Inf,5.86,1.03,Inf
"IBB3 Pine Creek","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,63
"IBB3 Pine Creek","Oct","mean",2.42,-0.01,5.08,0.95,905.76,91.64,1.08,0,19.53,0.48,2.6,0.11,NA,NA,5.22,28.95,NA
"IBB3 Pine Creek","Oct","max",11.75,9.56,17.44,11.8,921.7,100,9.06,0.03,88.64,2,4.88,0.17,-Inf,-Inf,7.8,100,-Inf
"IBB3 Pine Creek","Oct","min",-7.41,-11.73,-5.86,0,889.56,67.1,-10.62,0,283.42,0,0.6,0.05,Inf,Inf,2.2,1.88,Inf
"IBB3 Pine Creek","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,62
"IBB3 Pine Creek","Nov","mean",-2.39,-3.94,-0.88,1.05,902.27,98.48,-2.62,0,0.6,0.34,1.04,0.13,NA,NA,2.43,42.98,NA
"IBB3 Pine Creek","Nov","max",4.14,2.57,7.23,34,922.39,100,4.14,0.12,89.43,2.34,2.28,0.18,-Inf,-Inf,3.24,100,-Inf
"IBB3 Pine Creek","Nov","min",-14.71,-16.54,-12.65,0,884.52,74.51,-15.41,0,270.01,0,0.6,0.06,Inf,Inf,0.8,2.35,Inf
"IBB3 Pine Creek","Nov","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,60
"IBB3 Pine Creek","Dec","mean",-3.52,-5.18,-2.06,1.23,901.16,99.85,-3.55,0,357.94,0.23,0.74,0.14,NA,NA,1.08,35.43,NA
"IBB3 Pine Creek","Dec","max",2.86,1.81,4.42,18.2,918.65,100,2.86,0,88.28,1.34,1.18,0.18,-Inf,-Inf,1.62,100,-Inf
"IBB3 Pine Creek","Dec","min",-9.14,-11.26,-8.57,0,884.06,98.64,-9.3,0,272.4,0,0.6,0.09,Inf,Inf,0.42,7.8,Inf
"IBB3 Pine Creek","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,62
"Inklin","Jan","mean",-8.67,-11.39,-6.06,2.21,1007.47,90.64,-9.96,0.02,9,1.19,7.6,NA,NA,NA,NA,NA,NA
"Inklin","Jan","max",2.91,0.91,6.69,36.2,1032.44,100,1.73,0.33,63.51,10.07,30.82,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Inklin","Jan","min",-29.1,-32.44,-25.9,0,976.15,67.28,-31.39,0,275.69,0,1.49,Inf,Inf,Inf,Inf,Inf,Inf
"Inklin","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,62
"Inklin","Feb","mean",-8.22,-11.56,-3.69,0.93,1006.01,84.38,-10.46,0.01,359.96,1.54,35.37,NA,NA,NA,NA,NA,NA
"Inklin","Feb","max",3.22,0.44,8.12,12,1036.05,99.16,1.19,0.29,89.2,6.54,75.55,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Inklin","Feb","min",-22.39,-25.67,-18.61,0,978.65,67.7,-25.72,0,278.27,0,4.05,Inf,Inf,Inf,Inf,Inf,Inf
"Inklin","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,57,57,57,57,57,57
"Inklin","Mar","mean",-0.58,-4.91,6.16,0.94,998.47,78.46,-4.29,0.03,2.04,2.64,87.95,NA,NA,NA,NA,NA,NA
"Inklin","Mar","max",5.33,3.75,14.27,28.2,1016.24,96.65,1.79,0.78,89.89,9.06,167.08,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Inklin","Mar","min",-17.87,-22.89,-10.65,0,980.98,53.34,-22.64,0,271.04,0,27.02,Inf,Inf,Inf,Inf,Inf,Inf
"Inklin","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,62
"Inklin","Apr","mean",5.2,-0.54,12.65,0.67,1003.03,69.22,-0.73,0.1,2.26,-Inf,134.41,NA,NA,NA,NA,NA,NA
